Name,Participations,Awards,Bronze,Gold,No medal,Silver
Louis Rathke,4,4,0,0,4,0
Louis Raymond,3,3,0,1,2,0
Louis Rebecque,3,3,0,0,3,0
Louis Richardet,15,15,0,5,9,1
Louis Richez,5,5,1,0,2,2
Louis Rivoyre,2,2,0,0,2,0
Louis Roche,1,1,0,0,1,0
Louis Roffo,1,1,0,0,0,1
Louis Rosselli,1,1,0,0,1,0
Louis Rossollin,3,3,0,0,3,0
Louis Rousseaux,2,2,0,0,2,0
Louis Ryskens,2,2,0,0,2,0
Louis Salica,1,1,1,0,0,0
Louis Sandray,1,1,0,0,1,0
Louis Santerre,1,1,0,0,1,0
Louis Saulnier,1,1,0,0,1,0
Louis Sauthier,1,1,0,0,1,0
Louis Schiess,1,1,0,0,1,0
Louis Schill,1,1,0,0,1,0
Louis Schmit,1,1,0,0,1,0
Louis Schubart,1,1,0,0,1,0
Louis Scott,1,1,0,0,1,0
Louis Sebert,4,4,0,0,4,0
Louis Segondi,1,1,0,0,1,0
Louis Self,1,1,0,0,1,0
Louis Sgura,2,2,1,0,0,1
Louis Smith,11,11,2,0,7,2
Louis Sonnenberg,1,1,0,0,1,0
Louis Stoop,1,1,0,0,0,1
Louis Strebler,2,2,1,0,1,0
Louis Tauzin,1,1,0,0,1,0
Louis Texier,4,4,0,0,4,0
Louis Thomaturg,1,1,0,0,1,0
Louis Tilt,3,3,0,0,2,1
Louis Tribolet,2,2,0,0,2,0
Louis Trousselier,2,2,1,0,1,0
Louis Tsatoumas,3,3,0,0,3,0
Louis Verreydt,1,1,0,0,1,0
Louis Versyp,1,1,0,0,1,0
Louis Veuve,1,1,0,0,1,0
Louis Vignaud,1,1,0,0,1,0
Louis Vitucci,1,1,0,0,1,0
Louis Weintz,3,3,0,0,3,0
Louis Wilhelme,2,2,0,0,2,0
Louis Wilkins,1,1,1,0,0,0
Louis Williquet,1,1,0,0,0,1
Louis Zamperini,1,1,0,0,1,0
Louis Zyl,5,5,0,0,5,0
Louis-Albert Salingr,2,2,0,0,2,0
Louis-Charles Marty,2,2,0,0,2,0
Louis-Ferdinand Malespina,4,4,0,0,4,0
Louis-Henri Albinet,1,1,0,0,1,0
Louis-Henry Lemirre,1,1,0,0,1,0
Louis-Marie D'ardoye,2,2,0,0,2,0
Louis-Martin Rey,6,6,0,0,6,0
Louis-Paul M'fd,1,1,0,0,1,0
Louisa (-keller),1,1,0,1,0,0
Louisa (yorke-),1,1,0,0,1,0
Louisa Altenhuber,2,2,0,0,2,0
Louisa Chafee,1,1,0,0,1,0
Louisa Fleschutz,1,1,0,0,1,0
Louisa Hill,2,2,0,0,2,0
Louisa Lippmann,1,1,0,0,1,0
Louisa Ncib-cadamuro,2,2,0,0,2,0
Louisa Pouli,1,1,0,0,1,0
Louisa Reeve,3,3,0,0,3,0
Louisa Sawers-gurski,3,3,0,0,3,0
Louise (-due),1,1,0,1,0,0
Louise (-gittens),1,1,0,0,1,0
Louise (-mccloy),1,1,0,0,1,0
Louise (-nichols),1,1,0,0,1,0
Louise (-reeser),1,1,0,0,1,0
Louise (-sander),2,2,0,0,1,1
Louise (-stevenson),1,1,0,0,1,0
Louise (-tate),1,1,0,0,1,0
Louise (-tjrnqvist),7,7,1,0,6,0
Louise (wall-),2,2,0,0,2,0
Louise Ayling,1,1,0,0,1,0
Louise Bawden,3,3,0,0,3,0
Louise Beaumont,1,1,0,0,1,0
Louise Bond-williams,2,2,0,0,2,0
Louise Carton,1,1,0,0,1,0
Louise Cavenaile,1,1,0,0,1,0
Louise Cervera,1,1,0,0,1,0
Louise Delescluse,1,1,0,0,1,0
Louise Dobson,2,2,0,1,1,0
Louise Graaff,1,1,0,0,1,0
Louise Guillet,1,1,0,0,1,0
Louise Hannah-walker,2,2,0,0,2,0
Louise Hansson,13,13,0,0,13,0
Louise Hazel,1,1,0,0,1,0
Louise Hurtubise,1,1,0,0,1,0
Louise Hutt,1,1,0,0,1,0
Louise Jansen,4,4,0,0,4,0
Louise Jones,1,1,1,0,0,0
Louise Jukes,1,1,0,0,1,0
Louise Karlsson,5,5,0,0,5,0
Louise Landr,3,3,0,0,3,0
Louise Laursen,3,3,0,0,3,0
Louise Lenormand,1,1,0,0,1,0
Louise Lyons,2,2,0,0,2,0
Louise Macinnes,3,3,0,0,3,0
Louise Madsen,1,1,0,0,1,0
Louise Maraval,3,3,0,0,3,0
Louise Maroulis,2,2,2,0,0,0
Louise Mcpaul-currey,3,3,0,0,2,1
Louise Natoli,1,1,0,0,1,0
Louise Nimmo,1,1,0,0,1,0
Louise Ostergaard,1,1,0,0,1,0
Louise Parker,5,5,0,0,5,0
Louise Rnstedt,5,5,0,0,5,0
Louise Robinson,1,1,0,0,1,0
Louise Romeike,4,4,0,0,4,0
Louise Sand,1,1,0,0,1,0
Louise Schutte,1,1,0,0,1,0
Louise Shanahan,1,1,0,0,1,0
Louise Trappitt,1,1,0,0,1,0
Louise Vanhille,5,5,0,0,5,0
Louise Vinter,1,1,1,0,0,0
Louise Voorhis,1,1,0,0,1,0
Louisette Fleuret,1,1,0,0,1,0
Louisette Thobi,2,2,0,0,2,0
Loukas Louka,1,1,0,0,1,0
Loukas Spyrou,1,1,0,0,1,0
Loukas Venizelos,1,1,0,0,1,0
Loukas Vyntra,1,1,0,0,1,0
Loulwa Soliman,1,1,0,0,1,0
Lourdes Bez,1,1,0,0,1,0
Lourdes Candini,3,3,0,0,3,0
Lourdes Carle,2,2,0,0,2,0
Lourdes Delgado,1,1,0,1,0,0
Lourdes Gonzlez,1,1,0,0,1,0
Lourdes Hartkopf,1,1,0,0,1,0
Lourdes Klitzkie,1,1,0,0,1,0
Lourdes Martnez,2,2,0,0,2,0
Lourdes Mora,2,2,0,0,1,1
Lourdes Reyna,2,2,0,0,2,0
Lourdes Rodrguez,1,1,0,0,1,0
Lourembam Devi,1,1,0,0,1,0
Loverdos,1,1,0,0,1,0
Loveth Omoruyi,1,1,0,1,0,0
Lovett O'brien,5,5,1,1,3,0
Lovieanne Jung,2,2,0,1,0,1
Lovisa Claesson,1,1,0,0,1,0
Lovisa Karlsson,2,2,1,0,1,0
Lovisa Lindh,1,1,0,0,1,0
Lovise -brandt),1,1,0,0,1,0
Lovlina Borgohain,2,2,1,0,1,0
Lovre Klarica,1,1,0,0,1,0
Lovre Milos,1,1,0,0,1,0
Lovrenco Franievi,1,1,0,0,1,0
Lovro Mihic,1,1,0,0,1,0
Lovro Radoni,3,3,0,0,1,2
Lowell North,2,2,1,1,0,0
Lowri Thomas,1,1,0,1,0,0
Lozea Vilarino,1,1,0,0,1,0
Lra Bjargardttir,3,3,0,0,3,0
Lra Sveinsdttir,1,1,0,0,1,0
Lriche,1,1,0,0,1,0
Lrinc Galgczi,1,1,0,0,1,0
Lrinc Jankovich,2,2,0,0,2,0
Lrke Buhl-hansen,1,1,0,0,1,0
Lrnt Mszros,4,4,0,0,4,0
Lrnt Vanyolo,1,1,0,0,1,0
Lszl (bednarik),1,1,0,1,0,0
Lszl (berty),5,5,1,1,2,1
Lszl (brazsil),1,1,0,0,1,0
Lszl (brestmayer),3,3,0,0,3,0
Lszl (cerva),1,1,0,0,1,0
Lszl (heckmann-),2,2,0,0,2,0
Lszl (hoffmann),2,2,0,0,2,0
Lszl (mtrai-),2,2,0,0,2,0
Lszl (szegfi),1,1,0,0,1,0
Lszl (talabircsuk-),2,2,0,0,2,0
Lszl (tomaschek-),3,3,0,0,3,0
Lszl Balogh,2,2,0,0,2,0
Lszl Baranyai,8,8,1,0,7,0
Lszl Barsi,2,2,0,0,2,0
Lszl Bartha,2,2,0,0,2,0
Lszl Bartk,1,1,0,0,1,0
Lszl Bene,1,1,0,0,1,0
Lszl Blint,1,1,0,0,0,1
Lszl Bnhegyi,2,2,0,0,2,0
Lszl Bodrogi,5,5,0,0,5,0
Lszl Bognr,1,1,0,0,1,0
Lszl Boros,1,1,0,0,1,0
Lszl Br,2,2,0,0,2,0
Lszl Branikovits,1,1,0,0,0,1
Lszl Buronyi,2,2,0,0,2,0
Lszl Cseresnys,2,2,0,0,2,0
Lszl Csoknyai,2,2,0,0,2,0
Lszl Csongrdi,1,1,0,1,0,0
Lszl Decker,1,1,0,0,1,0
Lszl Demny,2,2,0,0,2,0
Lszl Domonkos,1,1,0,0,1,0
Lszl Dvork,3,3,0,0,3,0
Lszl Fadgyas,2,2,0,0,2,0
Lszl Farkas,1,1,0,0,1,0
Lszl Fazekas,1,1,0,1,0,0
Lszl Fbin,6,6,0,2,4,0
Lszl Felkai,4,4,2,1,1,0
Lszl Fidel,1,1,0,0,0,1
Lszl Foltn,1,1,0,1,0,0
Lszl Gabnyi,2,2,0,0,2,0
Lszl Glos,1,1,0,0,1,0
Lszl Gula,1,1,0,0,1,0
Lszl Gyngysi,2,2,0,0,2,0
Lszl Halsz,3,3,0,0,3,0
Lszl Hammerl,7,7,1,1,4,1
Lszl Harka,1,1,0,0,1,0
Lszl Hauler,5,5,0,0,5,0
Lszl Hdi,2,2,0,0,2,0
Lszl Hoffmann,1,1,0,0,1,0
Lszl Horvth,2,2,0,0,1,1
Lszl Ipacs,2,2,0,0,2,0
Lszl Jeney,4,4,1,2,0,1
Lszl Jeszenszky,2,2,0,0,2,0
Lszl Jnovszki,2,2,0,0,2,0
Lszl Jr.,15,15,2,0,9,4
Lszl Kamuti,7,7,0,0,7,0
Lszl Karaffa,1,1,0,0,1,0
Lszl Karcson,1,1,0,0,1,0
Lszl Keglovich,1,1,0,1,0,0
Lszl Kiss,3,3,0,0,3,0
Lszl Kisterpest,2,2,0,0,2,0
Lszl Klauz,3,3,0,0,3,0
Lszl Klinga,2,2,1,0,1,0
Lszl Kovacs,1,1,0,0,1,0
Lszl Kovcsi,1,1,0,0,1,0
Lszl Kozma,1,1,0,0,1,0
Lszl Kuncz,1,1,1,0,0,0
Lszl Lantos,3,3,0,0,3,0
Lszl Ludmann,1,1,0,0,1,0
Lszl Magashzy,2,2,0,0,2,0
Lszl Magyar,1,1,0,0,1,0
Lszl Mah,2,2,0,0,2,0
Lszl Marosi,2,2,0,0,2,0
Lszl Marton,1,1,0,0,1,0
Lszl Mihlyfi,2,2,0,0,2,0
Lszl Molnr,2,2,0,0,2,0
Lszl Morcz,1,1,0,0,1,0
Lszl Mra,3,3,0,0,3,0
Lszl Mucza,1,1,0,0,1,0
Lszl Munten,2,2,0,0,2,0
Lszl Muskt,3,3,0,0,3,0
Lszl Nagy,3,3,0,1,2,0
Lszl Nmeth,1,1,0,0,1,0
Lszl Novakovszky,1,1,0,0,1,0
Lszl Nyers,1,1,0,0,1,0
Lszl Orbn,2,2,0,0,1,1
Lszl Orczn,2,2,0,0,2,0
Lszl Papp,4,4,0,3,0,1
Lszl Pet,3,3,0,0,3,0
Lszl Pkozdi,1,1,0,0,1,0
Lszl Rajcsnyi,4,4,0,3,1,0
Lszl Rczi,2,2,1,0,1,0
Lszl Rgi,1,1,0,0,1,0
Lszl Romvri,2,2,0,0,2,0
Lszl Sebk,2,2,0,0,2,0
Lszl Sillai,1,1,0,0,1,0
Lszl Sr.,5,5,0,0,5,0
Lszl Srosi,3,3,1,1,0,1
Lszl Stonyi,1,1,0,0,1,0
Lszl Stor,1,1,0,0,1,0
Lszl Szab,6,6,0,0,6,0
Lszl Szabados,1,1,1,0,0,0
Lszl Szalma,3,3,0,0,3,0
Lszl Szchy,1,1,0,0,0,1
Lszl Szcs,1,1,0,0,1,0
Lszl Szemere,4,4,0,0,4,0
Lszl Szentgrthy,2,2,0,0,2,0
Lszl Szgi,1,1,0,0,1,0
Lszl Szke,1,1,0,0,1,0
Lszl Szlamka,2,2,0,0,2,0
Lszl Szomjas,3,3,0,0,3,0
Lszl Tancsics,1,1,0,0,1,0
Lszl Tharni-kostyl,1,1,0,0,1,0
Lszl Tth,3,3,0,0,3,0
Lszl Vadnay,1,1,0,0,1,0
Lszl Varga,1,1,0,0,1,0
Lszl Vry,1,1,0,0,1,0
Lszl Zarndi,2,2,1,0,1,0
Ltf Aksoy,1,1,0,0,1,0
Lu,3,3,0,0,3,0
Lu Bin,5,5,0,0,4,1
Lu Chih-hsiung,1,1,0,0,1,0
Lu Chunlong,2,2,1,1,0,0
Lu Di,2,2,0,0,2,0
Lu Donghua,1,1,0,0,1,0
Lu Fang,1,1,0,0,1,0
Lu Fenghui,1,1,0,0,1,0
Lu Gang,1,1,0,0,1,0
Lu Guanghong,1,1,0,0,1,0
Lu Haojie,1,1,0,0,0,1
Lu Hng,1,1,0,0,1,0
Lu Hsueh-mei,1,1,0,0,1,0
Lu Huali,2,2,1,0,1,0
Lu Huihui,2,2,0,0,2,0
Lu Jiangang,1,1,0,0,1,0
Lu Jinqing,1,1,0,0,1,0
Lu Jui-chiung,1,1,0,0,1,0
Lu Lan,1,1,0,0,1,0
Lu Li,6,6,0,1,4,1
Lu Lin,3,3,0,1,1,1
Lu Quan,2,2,0,0,2,0
Lu Suyan,2,2,0,0,2,0
Lu Wei,2,2,0,0,2,0
Lu Wen,1,1,0,0,1,0
Lu Xiaojun,2,2,0,1,0,1
Lu Xiuzhi,2,2,1,0,1,0
Lu Yen-hsun,4,4,0,0,4,0
Lu Ying,4,4,0,0,3,1
Lu Ying-chi,1,1,1,0,0,0
Lu Yingna,1,1,0,0,1,0
Lu Yong,2,2,0,1,1,0
Lu Yu'e,1,1,0,0,1,0
Lu Yuanyang,2,2,0,0,1,1
Lu Yun-feng,1,1,0,0,1,0
Lu Zhiwu,4,4,1,0,3,0
Lua Ribera,1,1,0,0,1,0
Luan Gabriel,1,1,0,0,1,0
Luan Krasniqi,1,1,1,0,0,0
Luan Teixeira,1,1,0,1,0,0
Luan Vieira,1,1,0,1,0,0
Luana Alonso,2,2,0,0,2,0
Luana Assis,1,1,0,0,1,0
Luana Faro,1,1,0,0,1,0
Luana Lira,1,1,0,0,1,0
Luana Silva,1,1,0,0,1,0
Luang Navayudh,1,1,0,0,1,0
Luann Ryon,1,1,0,1,0,0
Luanne Maurice,1,1,0,0,1,0
Luasa Batungile,1,1,0,0,1,0
Luba Golovina,4,4,0,0,4,0
Lubjana Piovesana,2,2,0,0,2,0
Lubna Al-omair,1,1,0,0,1,0
Lubo Adamec,2,2,0,0,2,0
Lubo Hilgert,2,2,0,0,2,0
Lubo Kol,1,1,0,0,1,0
Lubo Lom,2,2,0,0,2,0
Lubo Raansk,3,3,1,0,2,0
Lubomir Jancarik,1,1,0,0,1,0
Lubomir Pistej,1,1,0,0,1,0
Lubomr David,1,1,0,0,1,0
Lubomr Janak,1,1,0,0,1,0
Lubomr Janko,1,1,0,0,1,0
Lubomr Ncovsk,2,2,1,0,1,0
Lubomr Ndenek,2,2,0,0,2,0
Lubomr Pokluda,1,1,0,1,0,0
Lubomr Sre,1,1,0,0,1,0
Lubomr Vambera,2,2,0,0,2,0
Lubomr Zajek,2,2,1,0,1,0
Lubomr Zapletal,3,3,0,0,3,0
Lubor Tesa,1,1,0,0,1,0
Lubos Cikel,1,1,0,0,1,0
Luc Abalo,4,4,0,3,0,1
Luc Bruchet,1,1,0,0,1,0
Luc Cartillier,1,1,0,0,1,0
Luc Chapelle,1,1,1,0,0,0
Luc Chevrier,2,2,0,0,2,0
Luc Choley,2,2,0,0,2,0
Luc Daffarn,1,1,0,0,1,0
Luc Decker,1,1,0,0,1,0
Luc Effengue,1,1,0,0,1,0
Luc Goiris,3,3,0,0,3,0
Luc Marquet,1,1,0,0,1,0
Luc Moreau,1,1,0,0,1,0
Luc Pillot,2,2,1,1,0,0
Luc Rasoanaivo-razafy,1,1,0,0,1,0
Luc Rocheleau,2,2,0,0,2,0
Luc Smet,1,1,0,0,1,0
Luc Suplis,1,1,0,0,1,0
Luc Tousignant,1,1,0,0,1,0
Luc Vondel,2,2,0,0,2,0
Luca Agamennoni,4,4,1,0,2,1
Luca Armbruster,3,3,0,0,3,0
Luca Beccaro,1,1,0,0,1,0
Luca Belluzzi,1,1,0,0,1,0
Luca Bianchin,1,1,0,0,1,0
Luca Bischeri,1,1,0,0,1,0
Luca Braidot,3,3,0,0,3,0
Luca Bramati,1,1,0,0,1,0
Luca Cantagalli,3,3,0,0,2,1
Luca Chiumento,1,1,0,0,0,1
Luca Cigarini,1,1,0,0,1,0
Luca Coln,2,2,0,0,2,0
Luca Colombo,1,1,0,0,0,1
Luca Cupido,3,3,1,0,2,0
Luca Curatoli,4,4,0,0,3,1
Luca Devoti,2,2,0,0,1,1
Luca Dotto,8,8,0,0,8,0
Luca Fresco,1,1,0,0,1,0
Luca Garri,1,1,0,0,0,1
Luca Gdorfalvi,1,1,0,0,1,0
Luca Ghezzi,2,2,0,0,2,0
Luca Giubellini,8,8,0,0,8,0
Luca Giustolisi,1,1,1,0,0,0
Luca Hamori,1,1,0,0,1,0
Luca Haro,1,1,0,0,1,0
Luca Ivankovi,1,1,0,0,1,0
Luca Kozak,2,2,0,0,2,0
Luca Leonardi,1,1,0,0,1,0
Luca Luzardi,1,1,0,0,1,0
Luca Marin,4,4,0,0,4,0
Luca Martnez,3,3,0,0,3,0
Luca Masso,1,1,0,1,0,0
Luca Mezzano,1,1,0,0,1,0
Luca Mozzato,1,1,0,0,1,0
Luca Negri,1,1,0,0,1,0
Luca Palermo,3,3,0,0,3,0
Luca Paolini,2,2,0,0,2,0
Luca Pellegrini,1,1,0,0,1,0
Luca Piemonte,1,1,0,0,1,0
Luca Pizzini,1,1,0,0,1,0
Luca Plogmann,1,1,0,0,1,0
Luca Porro,1,1,0,0,1,0
Luca Quarantotti,1,1,0,0,1,0
Luca Radeli,1,1,0,0,1,0
Luca Rambaldi,2,2,0,0,1,1
Luca Roman,2,2,0,0,2,0
Luca Rossi,3,3,1,0,2,0
Luca Sacchi,6,6,1,0,5,0
Luca Santella,2,2,0,0,2,0
Luca Sartori,1,1,0,0,1,0
Luca Schwarzbauer,1,1,0,0,1,0
Luca Sito,3,3,0,0,3,0
Luca Spiegel,3,3,0,0,3,0
Luca Tesconi,1,1,0,0,0,1
Luca Toso,1,1,0,0,1,0
Luca Urlando,1,1,0,0,1,0
Luca Vaamonde,2,2,0,0,2,0
Luca Verthein,1,1,0,0,1,0
Luca Vettori,2,2,0,0,1,1
Luca Vicente,1,1,0,0,1,0
Luca Vildoza,1,1,0,0,1,0
Luca Witzke,1,1,0,0,0,1
Lucarelli Souza,2,2,0,0,2,0
Lucas Alubaha,2,2,0,0,2,0
Lucas Ansah-peprah,2,2,0,0,2,0
Lucas Beltran,1,1,0,0,1,0
Lucas Bruchet,1,1,0,0,1,0
Lucas Calabrese,2,2,1,0,1,0
Lucas Camareri,2,2,0,0,2,0
Lucas Carvalho,3,3,0,0,3,0
Lucas Casserly,1,1,0,0,1,0
Lucas Chanson,1,1,0,0,1,0
Lucas Claeyssens,1,1,0,0,1,0
Lucas Cndido,1,1,0,0,1,0
Lucas Corvee,1,1,0,0,1,0
Lucas Daniel,2,2,0,0,2,0
Lucas Diallo,1,1,0,0,1,0
Lucas Dias,1,1,0,0,1,0
Lucas Dubois,1,1,0,0,1,0
Lucas Duque,1,1,0,0,1,0
Lucas Dussoulier,1,1,0,0,0,1
Lucas Feutsa,1,1,0,0,1,0
Lucas Frana,1,1,0,0,1,0
Lucas Guzman,1,1,0,0,1,0
Lucas Hamilton,1,1,0,0,1,0
Lucas Hammond,1,1,0,0,1,0
Lucas Henveaux,3,3,0,0,3,0
Lucas Jakubczyk,3,3,0,0,3,0
Lucas Kozeniesky,3,3,0,0,2,1
Lucas Lacamp,1,1,0,0,1,0
Lucas Leiva,1,1,1,0,0,0
Lucas Malcotti,1,1,0,0,1,0
Lucas Martinez,2,2,0,0,2,0
Lucas Matzerath,2,2,0,0,2,0
Lucas Mazzo,1,1,0,0,1,0
Lucas Montecot,1,1,0,0,1,0
Lucas Moscariello,1,1,0,0,1,0
Lucas Msomba,1,1,0,0,1,0
Lucas Neill,1,1,0,0,1,0
Lucas Ortz,3,3,0,0,3,0
Lucas Paixo,1,1,0,0,1,0
Lucas Pellas,2,2,0,0,2,0
Lucas Plapp,2,2,1,0,1,0
Lucas Rey,3,3,0,1,2,0
Lucas Romero,1,1,0,0,1,0
Lucas Rossi,3,3,0,1,2,0
Lucas Rual,1,1,0,0,1,0
Lucas Saatkamp,4,4,0,1,2,1
Lucas Salatta,3,3,0,0,3,0
Lucas Sang,2,2,0,0,2,0
Lucas Schfer,1,1,0,0,1,0
Lucas Severino,1,1,0,0,1,0
Lucas Silva,1,1,0,0,0,1
Lucas Sinoia,2,2,0,0,2,0
Lucas Toscani,1,1,0,0,1,0
Lucas Tousart,1,1,0,0,1,0
Lucas Tramr,2,2,0,1,1,0
Lucas Verbij,1,1,0,0,1,0
Lucas Verthein,1,1,0,0,1,0
Lucas Vila,2,2,0,1,1,0
Lucas Vilar,2,2,0,0,2,0
Lucas Werthein,2,2,0,0,2,0
Lucas Zakaria,1,1,0,0,1,0
Lucas Zellmer,1,1,0,0,1,0
Lucca Mesinas,2,2,0,0,2,0
Luce Baillargeon,1,1,0,0,1,0
Lucelly Murillo,2,2,0,0,2,0
Lucena Cardozo,1,1,0,0,1,0
Lucero Mejia,1,1,0,0,1,0
Lucette Moreau,2,2,0,0,2,0
Luchia Yishak,2,2,0,0,2,0
Lucia (-toader),1,1,0,0,0,1
Lucia Allrov,1,1,0,0,1,0
Lucia Bnhegyi-rad,3,3,0,0,3,0
Lucia Bosetti,1,1,0,0,1,0
Lucia Bronzetti,2,2,0,0,2,0
Lucia Castillo,1,1,0,0,1,0
Lucia Chandamale,1,1,0,0,1,0
Lucia Doerffel,1,1,0,0,1,0
Lucia Falasca,3,3,0,0,3,0
Lucia Faria,2,2,0,0,2,0
Lucia Focque,1,1,0,0,1,0
Lucia Garcia,1,1,0,0,1,0
Lucia Gomez,1,1,0,0,1,0
Lucia Haditono,2,2,1,1,0,0
Lucia Herrera,1,1,0,0,1,0
Lucia Jimenez,2,2,0,0,2,0
Lucia Jose,1,1,0,0,1,0
Lucia Kimani-mareti,3,3,0,0,3,0
Lucia Klocov,4,4,0,0,4,0
Lucia Martin-portugues,1,1,0,0,1,0
Lucia Micheli,1,1,0,0,1,0
Lucia Mihalache,2,2,0,0,2,0
Lucia Morico,2,2,1,0,1,0
Lucia Moris,2,2,0,0,2,0
Lucia Rodriguez,1,1,0,0,1,0
Lucia Stafford,2,2,0,0,2,0
Lucia Traversa,2,2,0,0,1,1
Lucian Cojocaru,1,1,0,0,1,0
Lucian Giuc,1,1,0,0,1,0
Lucian Maxinianu,1,1,0,0,1,0
Lucian Vasilache,1,1,1,0,0,0
Luciana Alvarado,5,5,0,0,5,0
Luciana Aymar,4,4,2,0,0,2
Luciana Diniz,1,1,0,0,1,0
Luciana Diniz-knippling,4,4,0,0,4,0
Luciana Gaddi,1,1,0,0,1,0
Luciana Granato,1,1,0,0,1,0
Luciana Guindani,1,1,0,0,1,0
Luciana Lagorara,7,7,0,0,7,0
Luciana Mendes,2,2,0,0,2,0
Luciana Mendoza,1,1,0,0,1,0
Luciana Pezzoni,1,1,0,0,1,0
Luciana Reali,14,14,0,0,14,0
Luciana Salvad,1,1,0,0,1,0
Luciana Santos,3,3,0,0,3,0
Lucianne Maia,1,1,0,0,1,0
Luciano Alfieri,1,1,0,0,1,0
Luciano Bona,1,1,0,0,0,1
Luciano Borgognoni,2,2,0,0,2,0
Luciano Bruno,1,1,1,0,0,0
Luciano Buonfiglio,1,1,0,0,1,0
Luciano Caravani,2,2,0,0,2,0
Luciano Cecco,2,2,0,0,2,0
Luciano Corra,2,2,0,0,2,0
Luciano Cozzi,1,1,0,0,1,0
Luciano Darderi,2,2,0,0,2,0
Luciano Drubi,2,2,0,0,2,0
Luciano Fabbroni,1,1,0,0,1,0
Luciano Finardi,1,1,0,0,1,0
Luciano Galesi,1,1,0,0,1,0
Luciano Giovannetti,3,3,0,2,1,0
Luciano Gondou,1,1,0,0,1,0
Luciano Gonzalez,2,2,1,0,1,0
Luciano Magistrelli,1,1,0,0,1,0
Luciano Marion,1,1,0,0,1,0
Luciano Mercante,1,1,0,0,0,1
Luciano Negrini,1,1,0,0,0,1
Luciano Ortelli,1,1,0,0,1,0
Luciano Paccagnella,1,1,0,0,1,0
Luciano Pagliarini,2,2,0,0,2,0
Luciano Palma,1,1,0,0,1,0
Luciano Palonsky,1,1,0,0,1,0
Luciano Pettinendo,2,2,0,0,2,0
Luciano Rovere,1,1,0,0,1,0
Luciano Santolini,1,1,0,0,1,0
Luciano Savorini,1,1,0,1,0,0
Luciano Sgheiz,2,2,0,0,2,0
Luciano Soli,1,1,0,0,1,0
Luciano Solis,1,1,0,0,1,0
Luciano Suanj,1,1,0,0,1,0
Luciano Taccone,1,1,0,0,1,0
Luciano Trolli,1,1,0,0,1,0
Luciano Vendemini,1,1,0,0,1,0
Luciano Vicentin,1,1,0,0,1,0
Luciano Wilk,1,1,0,0,1,0
Luciano Zardi,1,1,0,0,1,0
Luciano Zerbini,3,3,0,0,3,0
Luciano Zinali,2,2,0,0,2,0
Lucie (-reed),1,1,0,0,1,0
Lucie Afov,6,6,1,0,5,0
Lucie Anastassiou,3,3,0,0,3,0
Lucie Balthazar,1,1,0,0,1,0
Lucie Breyne,1,1,0,0,1,0
Lucie Dcosse,3,3,0,1,1,1
Lucie Ehrmann,1,1,0,0,1,0
Lucie Granier,1,1,0,0,0,1
Lucie Grolichov,1,1,0,0,1,0
Lucie Guay,2,2,1,0,1,0
Lucie Hlavackova,1,1,0,0,1,0
Lucie Hradeck,5,5,1,0,3,1
Lucie Krobkova-martincov,3,3,0,0,3,0
Lucie Pelantov,1,1,0,0,1,0
Lucie Petit-diagre,1,1,0,0,1,0
Lucie Schoonheere,1,1,0,0,1,0
Lucie Svcen,2,2,0,0,2,0
Lucie Svrinov,1,1,0,0,1,0
Lucie Valov,2,2,0,0,2,0
Lucie Vrbensk,1,1,0,0,1,0
Lucien (barreau-),1,1,0,0,1,0
Lucien Aimar,1,1,0,0,1,0
Lucien Alliot,3,3,0,0,3,0
Lucien Argand,1,1,0,0,1,0
Lucien Bangels,2,2,0,0,2,0
Lucien Baudrier,3,3,1,0,2,0
Lucien Beaumont,3,3,0,0,3,0
Lucien Bernier,1,1,0,0,1,0
Lucien Biquet,1,1,0,0,1,0
Lucien Bochard,1,1,0,0,1,0
Lucien Boekmans,1,1,0,0,1,0
Lucien Bottin,1,1,0,0,1,0
Lucien Brauwere,1,1,0,0,1,0
Lucien Brouha,1,1,0,0,1,0
Lucien Choury,3,3,0,1,2,0
Lucien Claes,1,1,0,0,1,0
Lucien Cujean,2,2,0,0,2,0
Lucien Debleyser,1,1,0,0,1,0
Lucien Decrop,1,1,0,0,1,0
Lucien Dehoux,1,1,1,0,0,0
Lucien Delfour,2,2,0,0,2,0
Lucien Demuynck,1,1,0,0,1,0
Lucien Didier,2,2,0,0,2,0
Lucien Dirksz,2,2,0,0,2,0
Lucien Dolqus,3,3,1,0,2,0
Lucien Faber,2,2,0,0,2,0
Lucien Faucheux,1,1,0,0,1,0
Lucien Fontanarosa,1,1,0,0,1,0
Lucien Gaudin,6,6,0,4,0,2
Lucien Genot,1,1,0,0,1,0
Lucien Guiguet,2,2,1,0,1,0
Lucien Guillier,2,2,0,0,2,0
Lucien Hansen,1,1,0,0,1,0
Lucien Huteau,1,1,0,0,0,1
Lucien Jonas,3,3,0,0,3,0
Lucien Josiah,2,2,0,0,2,0
Lucien Konter,1,1,0,0,1,0
Lucien Laplace,1,1,0,0,1,0
Lucien Lebaillif,2,2,0,0,2,0
Lucien Londot,1,1,1,0,0,0
Lucien Longley,3,3,0,0,3,0
Lucien Mamba-schlick,1,1,0,0,1,0
Lucien Marinier,1,1,0,0,1,0
Lucien Martinet,2,2,0,0,1,1
Lucien Masset,16,16,0,0,16,0
